ActivityStartDate,mo,day,date,MonitoringLocationIdentifier,HydrologicCondition,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure2,ResultMeasure_MeasureUnitCode,ResultStatusIdentifier,HUCEightDigitCode,DrainageAreaMeasure_MeasureValue,DrainageAreaMeasure_MeasureUnitCode,HUC8,PFOR2,PWETL2,PURB2,PAGT2
11/18/08,11,18,2008-11-18T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
8/23/16,8,23,2016-08-23T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
1/25/16,1,25,2016-01-25T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
2/22/16,2,22,2016-02-22T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
10/25/16,10,25,2016-10-25T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Preliminary,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
7/21/08,7,21,2008-07-21T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
7/21/08,7,21,2008-07-21T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,0.003,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
7/31/12,7,31,2012-07-31T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
2/15/08,2,15,2008-02-15T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
5/27/15,5,27,2015-05-27T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
4/19/16,4,19,2016-04-19T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
11/29/16,11,29,2016-11-29T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Preliminary,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
9/23/14,9,23,2014-09-23T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
2/19/14,2,19,2014-02-19T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.023,0.023,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
12/10/08,12,10,2008-12-10T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
12/10/08,12,10,2008-12-10T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
12/20/16,12,20,2016-12-20T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Preliminary,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
7/16/01,7,16,2001-07-16T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
7/16/01,7,16,2001-07-16T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
8/16/06,8,16,2006-08-16T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
4/14/06,4,14,2006-04-14T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.29,0.29,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
7/13/06,7,13,2006-07-13T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
9/15/04,9,15,2004-09-15T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/18/08,9,18,2008-09-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/18/08,9,18,2008-09-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/17/04,5,17,2004-05-17T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/22/08,4,22,2008-04-22T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.121,0.121,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/22/08,4,22,2008-04-22T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.015,0.015,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/21/08,5,21,2008-05-21T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.199,0.199,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/21/08,5,21,2008-05-21T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.02,0.02,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/13/08,11,13,2008-11-13T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/18/08,7,18,2008-07-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/14/08,8,14,2008-08-14T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/14/08,8,14,2008-08-14T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/18/08,7,18,2008-07-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/17/07,5,17,2007-05-17T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.043,0.043,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/17/07,5,17,2007-05-17T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/13/07,6,13,2007-06-13T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,0.003,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/13/07,6,13,2007-06-13T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/17/07,4,17,2007-04-17T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.014,0.014,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/17/07,4,17,2007-04-17T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,0.028,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/21/05,9,21,2005-09-21T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/21/05,11,21,2005-11-21T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/27/07,8,27,2007-08-27T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/8/05,6,8,2005-06-08T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,0.028,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/17/08,6,17,2008-06-17T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,0.016,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
6/17/08,6,17,2008-06-17T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.008,0.008,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
10/9/08,10,9,2008-10-09T00:00:00Z,USGS-09023750,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,25.6,sq mi,14010001,46.08,0,0,0.25
7/21/15,7,21,2015-07-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.023,0.023,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/21/15,12,21,2015-12-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.032,0.032,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/15/14,12,15,2014-12-15T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,0.02,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/17/13,12,17,2013-12-17T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.024,0.024,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
8/26/15,8,26,2015-08-26T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.037,0.037,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
1/20/15,1,20,2015-01-20T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.058,0.058,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
1/22/13,1,22,2013-01-22T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.088,0.088,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
2/20/13,2,20,2013-02-20T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.079,0.079,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
3/26/13,3,26,2013-03-26T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.11,0.11,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
8/19/13,8,19,2013-08-19T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,0.03,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
7/24/13,7,24,2013-07-24T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.039,0.039,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
11/19/13,11,19,2013-11-19T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
4/24/13,4,24,2013-04-24T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.062,0.062,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
7/21/14,7,21,2014-07-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
1/21/14,1,21,2014-01-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.072,0.072,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
10/22/14,10,22,2014-10-22T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
2/19/14,2,19,2014-02-19T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.057,0.057,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
11/18/14,11,18,2014-11-18T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/9/03,12,9,2003-12-09T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
1/12/00,1,12,2000-01-12T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Historical,14010004,349,sq mi,14010004,0,0,0,0
1/12/00,1,12,2000-01-12T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Historical,14010004,349,sq mi,14010004,0,0,0,0
2/15/06,2,15,2006-02-15T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
11/7/06,11,7,2006-11-07T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
12/22/05,12,22,2005-12-22T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
6/29/05,6,29,2005-06-29T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.085,0.085,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
9/7/05,9,7,2005-09-07T00:00:00Z,USGS-09083800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14010004,349,sq mi,14010004,0,0,0,0
9/26/07,9,26,2007-09-26T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/26/07,9,26,2007-09-26T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/27/07,8,27,2007-08-27T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/18/07,7,18,2007-07-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.007,0.007,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/18/07,7,18,2007-07-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/15/09,5,15,2009-05-15T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,0.028,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/13/09,8,13,2009-08-13T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/17/09,9,17,2009-09-17T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/16/09,4,16,2009-04-16T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.036,0.036,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
12/1/04,12,1,2004-12-01T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/13/08,11,13,2008-11-13T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/1/07,11,1,2007-11-01T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/1/07,11,1,2007-11-01T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.006,0.006,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/10/09,11,10,2009-11-10T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/7/04,6,7,2004-06-07T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
1/14/04,1,14,2004-01-14T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/16/09,7,16,2009-07-16T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/18/09,6,18,2009-06-18T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/12/02,9,12,2002-09-12T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
3/3/03,3,3,2003-03-03T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/3/06,11,3,2006-11-03T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
11/3/06,11,3,2006-11-03T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
9/21/15,9,21,2015-09-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.024,0.024,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
6/18/13,6,18,2013-06-18T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.022,0.022,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
10/30/13,10,30,2013-10-30T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
7/25/16,7,25,2016-07-25T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.035,0.035,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
2/24/15,2,24,2015-02-24T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.11,0.11,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
3/24/15,3,24,2015-03-24T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.086,0.086,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/20/16,12,20,2016-12-20T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.062,0.062,mg/l as P,Preliminary,14010001,59,sq mi,14010001,46.08,0,0,0.25
11/29/16,11,29,2016-11-29T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.032,0.032,mg/l as P,Preliminary,14010001,59,sq mi,14010001,46.08,0,0,0.25
11/18/15,11,18,2015-11-18T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
10/20/15,10,20,2015-10-20T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.023,0.023,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
3/25/14,3,25,2014-03-25T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.058,0.058,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
9/23/14,9,23,2014-09-23T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
7/21/08,7,21,2008-07-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
9/27/16,9,27,2016-09-27T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.025,0.025,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
4/19/16,4,19,2016-04-19T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.057,0.057,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
7/21/08,7,21,2008-07-21T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/10/08,12,10,2008-12-10T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.034,0.034,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
12/10/08,12,10,2008-12-10T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.022,0.022,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
8/20/08,8,20,2008-08-20T00:00:00Z,USGS-09025010,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.02,0.02,mg/l as P,Accepted,14010001,59,sq mi,14010001,46.08,0,0,0.25
1/11/00,1,11,2000-01-11T00:00:00Z,USGS-09110000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,0.003,mg/l as P,Historical,14020001,476,sq mi,14020001,72.01,0,0,0
1/11/00,1,11,2000-01-11T00:00:00Z,USGS-09110000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Historical,14020001,476,sq mi,14020001,72.01,0,0,0
7/10/02,7,10,2002-07-10T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/21/02,8,21,2002-08-21T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/20/06,7,20,2006-07-20T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.007,0.007,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/20/06,7,20,2006-07-20T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/11/02,4,11,2002-04-11T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,0.03,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/25/02,4,25,2002-04-25T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
6/6/02,6,6,2002-06-06T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
7/27/05,7,27,2005-07-27T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
4/20/05,4,20,2005-04-20T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.066,0.066,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
5/4/05,5,4,2005-05-04T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,0.028,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
8/9/05,8,9,2005-08-09T00:00:00Z,USGS-09011000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,102,sq mi,14010001,46.08,0,0,0.25
