ActivityStartDate,mo,day,date,MonitoringLocationIdentifier,HydrologicCondition,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure_MeasureUnitCode,ResultStatusIdentifier,HUCEightDigitCode,DrainageAreaMeasure_MeasureValue,DrainageAreaMeasure_MeasureUnitCode,SITE_ID,YEAR,PFOR,PWETL,PURB,PAGT,HUC8,HUC8_NM,HUC2,STRAHLER,ST_ORDER
2011-08-18,8,18,2011-08-18T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2005-07-20,7,20,2005-07-20T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2013-03-25,3,25,2013-03-25T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-05-20,5,20,2013-05-20T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-08-13,8,13,2013-08-13T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-03-25,3,25,2014-03-25T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-09-25,9,25,2013-09-25T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-06-18,6,18,2013-06-18T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-08-28,8,28,2013-08-28T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-01-18,1,18,2012-01-18T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-03-06,3,6,2015-03-06T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-03-12,3,12,2008-03-12T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-08-21,8,21,2012-08-21T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-05-22,5,22,2012-05-22T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-10-23,10,23,2012-10-23T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.042,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-03-28,3,28,2012-03-28T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-09-17,9,17,2012-09-17T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.018,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-10-29,10,29,2008-10-29T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-10-13,10,13,2009-10-13T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-08-06,8,6,2012-08-06T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-07-24,7,24,2012-07-24T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.018,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-09-04,9,4,2012-09-04T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2006-07-06,7,6,2006-07-06T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2006-11-07,11,7,2006-11-07T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2002-04-16,4,16,2002-04-16T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-03-05,3,5,2004-03-05T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-10-27,10,27,2004-10-27T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-12-14,12,14,2004-12-14T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2010-12-15,12,15,2010-12-15T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2010-10-19,10,19,2010-10-19T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2007-07-26,7,26,2007-07-26T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.026,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2007-02-08,2,8,2007-02-08T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2007-05-15,5,15,2007-05-15T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2007-03-13,3,13,2007-03-13T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2005-05-02,5,2,2005-05-02T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.048,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2015-02-09,2,9,2015-02-09T00:00:00Z,USGS-09505800,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.01,mg/l as P,Accepted,15060203,241,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-05-12,5,12,2004-05-12T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2009-08-18,8,18,2009-08-18T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-08-18,8,18,2004-08-18T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-11-30,11,30,2004-11-30T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.1,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2012-12-27,12,27,2012-12-27T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2010-12-02,12,2,2010-12-02T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.09,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2009-03-13,3,13,2009-03-13T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2010-05-19,5,19,2010-05-19T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.09,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2009-06-02,6,2,2009-06-02T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2010-03-24,3,24,2010-03-24T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.09,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2010-08-10,8,10,2010-08-10T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.07,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2012-08-14,8,14,2012-08-14T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2012-03-15,3,15,2012-03-15T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2008-12-18,12,18,2008-12-18T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2004-03-25,3,25,2004-03-25T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2008-06-24,6,24,2008-06-24T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2008-09-25,9,25,2008-09-25T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.1,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2012-06-07,6,7,2012-06-07T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.04,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2016-08-24,8,24,2016-08-24T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2008-03-12,3,12,2008-03-12T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.09,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2009-11-18,11,18,2009-11-18T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2013-08-08,8,8,2013-08-08T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2013-12-11,12,11,2013-12-11T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2013-05-15,5,15,2013-05-15T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.04,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2008-01-28,1,28,2008-01-28T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-05-12,5,12,2009-05-12T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-06-08,6,8,2010-06-08T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-01-26,1,26,2010-01-26T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-09-20,9,20,2010-09-20T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-06-21,6,21,2012-06-21T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.024,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-03-24,3,24,2009-03-24T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.029,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-09-14,9,14,2009-09-14T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.018,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-08-10,8,10,2009-08-10T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-01-27,1,27,2009-01-27T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-03-30,3,30,2010-03-30T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-07-12,7,12,2010-07-12T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-08-09,8,9,2010-08-09T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-05-19,5,19,2010-05-19T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-08-23,8,23,2010-08-23T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.018,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-09-28,9,28,2009-09-28T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-06-15,6,15,2009-06-15T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-07-13,7,13,2009-07-13T00:00:00Z,USGS-09014000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,76.3,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-08-14,8,14,2009-08-14T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.133,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-09-17,9,17,2009-09-17T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.146,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-06-13,6,13,2007-06-13T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.081,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-06-12,6,12,2014-06-12T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2014-11-20,11,20,2014-11-20T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2013-03-06,3,6,2013-03-06T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2015-12-08,12,8,2015-12-08T00:00:00Z,USGS-09510000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,mg/l as P,Accepted,15060203,6161,sq mi,WAZP99-0539,2000,84.58,0,0.01,0,15060203,LOWER VERDE,15,4,4th
2007-08-27,8,27,2007-08-27T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.098,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-08-27,8,27,2007-08-27T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.161,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-09-26,9,26,2007-09-26T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.112,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-09-26,9,26,2007-09-26T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.143,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-05-17,5,17,2007-05-17T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.054,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-05-17,5,17,2007-05-17T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.099,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2005-08-10,8,10,2005-08-10T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.127,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2002-08-21,8,21,2002-08-21T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.118,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2006-07-20,7,20,2006-07-20T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.082,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2006-07-20,7,20,2006-07-20T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.125,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2001-08-08,8,8,2001-08-08T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.163,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2001-10-18,10,18,2001-10-18T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.103,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2002-07-10,7,10,2002-07-10T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.113,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2001-08-08,8,8,2001-08-08T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.145,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-07-16,7,16,2008-07-16T00:00:00Z,USGS-09018000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.12,mg/l as P,Accepted,14010001,17.5,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
